Date,BuyHold,JM_only,Fused_PIT
2020-05-13,-0.017686069743235278,-0.0,-0.0
2020-05-14,0.011967670442896816,0.0,0.0
2020-05-15,0.004597041257571544,0.0,0.0
2020-05-18,0.03045942581687955,0.0,0.0
2020-05-19,-0.010271102502717455,-0.0,-0.0
2020-05-20,0.01698797437027788,0.0,0.0
2020-05-21,-0.006903930172016293,-0.0,-0.0
2020-05-22,0.0018991730395561124,0.0,0.0
2020-05-26,0.01232049421315895,0.0,0.0
2020-05-27,0.014879232501383788,0.0,0.0
2020-05-28,-0.0018450499308639845,-0.0,-0.0
2020-05-29,0.004455853638839491,0.0,0.0
2020-06-01,0.0040417221713917595,0.0,0.0
2020-06-02,0.008280486752807459,0.0,0.0
2020-06-03,0.013307906326977648,0.0,0.0
2020-06-04,-0.002626605098819068,-0.0,-0.0
2020-06-05,0.02562958126152748,0.0,0.0
2020-06-08,0.01208703630893071,0.0,0.0
2020-06-09,-0.007456345607936177,-0.0,-0.0
2020-06-10,-0.005579989613714198,-0.0,-0.0
2020-06-11,-0.05764909420757425,-0.0,-0.0
2020-06-12,0.011975526135950432,0.0,0.0
2020-06-15,0.009335807399958984,0.0,0.0
2020-06-16,0.019247869036513432,0.0,0.0
2020-06-17,-0.004153650265745101,-0.0,-0.0
2020-06-18,0.0003845443836121287,0.0,0.0
2020-06-19,-0.005714731109278004,-0.0,-0.0
2020-06-22,0.00641498086140091,0.0,0.0
2020-06-23,0.004603740858678984,0.0,0.0
2020-06-24,-0.025508749804969644,-0.0,-0.0
2020-06-25,0.010720852085567278,0.0,0.0
2020-06-26,-0.02375162752172444,-0.0,-0.0
2020-06-29,0.01469741145118042,0.0,0.0
2020-06-30,0.012809936241811481,0.0,0.0
2020-07-01,0.007004563304650713,0.0,0.0
2020-07-02,0.00550702210249332,0.0,0.0
2020-07-06,0.015437176532959507,0.0,0.0
2020-07-07,-0.010313788070217322,-0.0,-0.0
2020-07-08,0.007648648819468029,0.0,0.0
2020-07-09,-0.00569278648182725,-0.0,-0.0
2020-07-10,0.010210449974735303,0.0,0.0
2020-07-13,-0.008659045804374932,-0.0,-0.0
2020-07-14,0.012959031307212987,0.0,0.0
2020-07-15,0.009187260401337438,0.0,0.0
2020-07-16,-0.0032934072700817607,-0.0,-0.0
2020-07-17,0.002899148637187876,0.0,0.0
2020-07-20,0.008081554235929822,0.0,0.0
2020-07-21,0.002127687546989332,0.0,0.0
2020-07-22,0.005691889850215626,0.0,0.0
2020-07-23,-0.011931855758361976,-0.0,-0.0
2020-07-24,-0.006440339812666451,-0.0,-0.0
2020-07-27,0.007292553501061283,0.0,0.0
2020-07-28,-0.0063423038106692475,-0.0,-0.0
2020-07-29,0.012298851438251823,0.0,0.0
2020-07-30,-0.0035679189643712528,-0.0,-0.0
2020-07-31,0.007902014973516946,0.0,0.0
2020-08-03,0.006952185629166774,0.0,0.0
2020-08-04,0.003862656974788603,0.0,0.0
2020-08-05,0.006210768356135654,0.0,0.0
2020-08-06,0.00668468730281635,0.0,0.0
2020-08-07,0.0007175548640787621,0.0,0.0
2020-08-10,0.0029892817385690496,0.0,0.0
2020-08-11,-0.008254877506076896,-0.008454877506076897,-0.008454877506076897
2020-08-12,0.013942433989183156,0.013942433989183156,0.013942433989183156
2020-08-13,-0.0018076214350560837,-0.0018076214350560837,-0.0018076214350560837
2020-08-14,2.9537192428152892e-05,2.9537192428152892e-05,2.9537192428152892e-05
2020-08-17,0.0031764791195387776,0.0031764791195387776,0.0031764791195387776
2020-08-18,0.0021602795363573346,0.0021602795363573346,0.0021602795363573346
2020-08-19,-0.004163470485341603,-0.004163470485341603,-0.004163470485341603
2020-08-20,0.003113702988529532,0.003113702988529532,0.003113702988529532
2020-08-21,0.003547150881472394,0.003547150881472394,0.003547150881472394
2020-08-24,0.010133277978531918,0.010133277978531918,0.010133277978531918
2020-08-25,0.003499251551115634,0.003499251551115634,0.003499251551115634
2020-08-26,0.010025747534312845,0.010025747534312845,0.010025747534312845
2020-08-27,0.002186587327074996,0.002186587327074996,0.002186587327074996
2020-08-28,0.006459194345742603,0.006459194345742603,0.006459194345742603
2020-08-31,-0.003622389062743925,-0.003622389062743925,-0.003622389062743925
2020-09-01,0.009418425140150344,0.009418425140150344,0.009418425140150344
2020-09-02,0.014463916607687644,0.014463916607687644,0.014463916607687644
2020-09-03,-0.03441432807001621,-0.03441432807001621,-0.03441432807001621
2020-09-04,-0.008164397279261548,-0.008164397279261548,-0.008164397279261548
2020-09-08,-0.027323087682003866,-0.027323087682003866,-0.027323087682003866
2020-09-09,0.019747108923501733,-0.0002,0.019747108923501733
2020-09-10,-0.017363270422411592,-0.0,-0.017363270422411592
2020-09-11,0.0005089295304354646,0.0,0.0005089295304354646
2020-09-14,0.013171512543713515,0.0,0.013171512543713515
2020-09-15,0.005052121333334991,0.0,0.005052121333334991
2020-09-16,-0.003968385837368138,-0.0,-0.003968385837368138
2020-09-17,-0.008795454849201745,-0.0,-0.008795454849201745
2020-09-18,-0.011512521567401235,-0.0,-0.011512521567401235
2020-09-21,-0.011129757562391651,-0.0,-0.011129757562391651
2020-09-22,0.010184223816915194,0.0,0.010184223816915194
2020-09-23,-0.02319061734399952,-0.0,-0.02319061734399952
2020-09-24,0.0026651200487657345,0.0,0.0026651200487657345
2020-09-25,0.01616691233070644,0.0,0.01616691233070644
2020-09-28,0.01660953095908768,0.0,0.01660953095908768
2020-09-29,-0.005445988244475397,-0.0,-0.005445988244475397
2020-09-30,0.007582217620115239,0.0,0.007582217620115239
2020-10-01,0.006419817215353563,0.0,0.006419817215353563
2020-10-02,-0.009494405635321113,-0.0,-0.009494405635321113
2020-10-05,0.01773302965372925,0.0,0.01773302965372925
2020-10-06,-0.014216012776330555,-0.0,-0.014216012776330555
2020-10-07,0.017406783426155092,0.0,0.017406783426155092
2020-10-08,0.008862290606151735,0.0,0.008862290606151735
2020-10-09,0.00893057475737713,0.0,0.00893057475737713
2020-10-12,0.01608721130768931,0.0,0.01608721130768931
2020-10-13,-0.006525994685941283,-0.0,-0.006525994685941283
2020-10-14,-0.006283493331562973,-0.0,-0.006283493331562973
2020-10-15,-0.0012355586162235976,-0.0,-0.0012355586162235976
2020-10-16,-0.0006045223501320862,-0.0,-0.0006045223501320862
2020-10-19,-0.015203534722525003,-0.015403534722525003,-0.015203534722525003
2020-10-20,0.0040060924023337385,-0.0002,0.0040060924023337385
2020-10-21,-0.0018932350427288691,-0.0,-0.0018932350427288691
2020-10-22,0.005485494135371249,0.0,0.005485494135371249
2020-10-23,0.0033951252692221434,0.0,0.0033951252692221434
2020-10-26,-0.018479902399213044,-0.0,-0.018479902399213044
2020-10-27,-0.0034477319834833597,-0.0,-0.0034477319834833597
2020-10-28,-0.03417853589697739,-0.0,-0.03417853589697739
2020-10-29,0.010163046950854016,0.0,0.010163046950854016
2020-10-30,-0.010424652258845923,-0.0,-0.010424652258845923
2020-11-02,0.011208445078528362,0.0,0.011208445078528362
2020-11-03,0.01765592931965232,0.0,0.01765592931965232
2020-11-04,0.022349295823771653,0.0,0.022349295823771653
2020-11-05,0.019502828564181174,0.0,0.019502828564181174
2020-11-06,-0.00022850604981750067,-0.0,-0.00022850604981750067
2020-11-09,0.012565722256846934,0.0,0.012565722256846934
2020-11-10,-0.0014665889314181557,-0.0,-0.0014665889314181557
2020-11-11,0.007428426792624343,0.0,0.007428426792624343
2020-11-12,-0.009700774784520583,-0.0,-0.009700774784520583
2020-11-13,0.013844312948916748,0.0,0.013844312948916748
2020-11-16,0.012482744063479823,0.0,0.012482744063479823
2020-11-17,-0.005378456898433526,-0.005578456898433525,-0.005378456898433526
2020-11-18,-0.012034640981957057,-0.012034640981957057,-0.012034640981957057
2020-11-19,0.004210259805482064,0.004210259805482064,0.004210259805482064
2020-11-20,-0.006847815715175787,-0.006847815715175787,-0.006847815715175787
2020-11-23,0.005994471188968564,0.005994471188968564,0.005994471188968564
2020-11-24,0.016113680087242788,0.016113680087242788,0.016113680087242788
2020-11-25,-0.001541837303398963,-0.001541837303398963,-0.001541837303398963
2020-11-27,0.0027849668616266587,0.0027849668616266587,0.0027849668616266587
2020-11-30,-0.004426878872964557,-0.004426878872964557,-0.004426878872964557
2020-12-01,0.01093709806962484,0.01093709806962484,0.01093709806962484
2020-12-02,0.0021037075946281902,0.0021037075946281902,0.0021037075946281902
2020-12-03,-0.00027231817533535096,-0.00027231817533535096,-0.00027231817533535096
2020-12-04,0.008617528007976105,0.008617528007976105,0.008617528007976105
2020-12-07,-0.002054862194719176,-0.002054862194719176,-0.002054862194719176
2020-12-08,0.0029260800205508364,0.0029260800205508364,0.0029260800205508364
2020-12-09,-0.008968921340620106,-0.008968921340620106,-0.008968921340620106
2020-12-10,-0.0003268360093592326,-0.0003268360093592326,-0.0003268360093592326
2020-12-11,-0.001173116247579209,-0.001173116247579209,-0.001173116247579209
2020-12-14,-0.004476972213976138,-0.004476972213976138,-0.004476972213976138
2020-12-15,0.01351948417756943,0.01351948417756943,0.01351948417756943
2020-12-16,0.0015694213058450313,0.0015694213058450313,0.0015694213058450313
2020-12-17,0.005591757418367926,0.005591757418367926,0.005591757418367926
2020-12-18,-0.003992774692745837,-0.003992774692745837,-0.003992774692745837
2020-12-21,-0.0035755455310875206,-0.0035755455310875206,-0.0035755455310875206
2020-12-22,-0.001685512762051422,-0.001685512762051422,-0.001685512762051422
2020-12-23,0.000898987975734622,0.000898987975734622,0.000898987975734622
2020-12-24,0.0038902427147580187,0.0038902427147580187,0.0038902427147580187
2020-12-28,0.008590842736077908,0.008590842736077908,0.008590842736077908
2020-12-29,-0.0019078676108996717,-0.0019078676108996717,-0.0019078676108996717
2020-12-30,0.0014268405762465353,0.0014268405762465353,0.0014268405762465353
2020-12-31,0.0050808561570891975,0.0050808561570891975,0.0050808561570891975
2021-01-04,-0.013614110535308921,-0.013614110535308921,-0.013614110535308921
2021-01-05,0.006887450631700043,0.006887450631700043,0.006887450631700043
2021-01-06,0.005978531280534494,0.005978531280534494,0.005978531280534494
2021-01-07,0.014857370524221647,0.014857370524221647,0.014857370524221647
2021-01-08,0.005697665228400428,0.005697665228400428,0.005697665228400428
2021-01-11,-0.006740682680273502,-0.006740682680273502,-0.006740682680273502
2021-01-12,0.00021113446469311903,0.00021113446469311903,0.00021113446469311903
2021-01-13,0.002692759304983694,0.002692759304983694,0.002692759304983694
2021-01-14,-0.0035018979007429563,-0.0035018979007429563,-0.0035018979007429563
2021-01-15,-0.007292595380749889,-0.007292595380749889,-0.007292595380749889
2021-01-19,0.007852072160883461,0.007852072160883461,0.007852072160883461
2021-01-20,0.013838690935296327,0.013838690935296327,0.013838690935296327
2021-01-21,0.0009116600863925406,0.0009116600863925406,0.0009116600863925406
2021-01-22,-0.003539404433734128,-0.003539404433734128,-0.003539404433734128
2021-01-25,0.003943767367212914,0.003943767367212914,0.003943767367212914
2021-01-26,-0.0015610079588038728,-0.0015610079588038728,-0.0015610079588038728
2021-01-27,-0.024440414153274803,-0.024440414153274803,-0.024440414153274803
2021-01-28,0.008600320908672687,0.008600320908672687,0.008600320908672687
2021-01-29,-0.02001971432031391,-0.02001971432031391,-0.02001971432031391
2021-02-01,0.016645691835902587,0.016645691835902587,0.016645691835902587
2021-02-02,0.014140043264526003,0.014140043264526003,0.014140043264526003
2021-02-03,0.0007863995239503208,0.0007863995239503208,0.0007863995239503208
2021-02-04,0.011365717241394124,0.011365717241394124,0.011365717241394124
2021-02-05,0.0039357706941185455,0.0039357706941185455,0.0039357706941185455
2021-02-08,0.007222099339885046,0.007222099339885046,0.007222099339885046
2021-02-09,-0.0006660259923065848,-0.0006660259923065848,-0.0006660259923065848
2021-02-10,-0.0004354650681245298,-0.0004354650681245298,-0.0004354650681245298
2021-02-11,0.001614796799483731,0.001614796799483731,0.001614796799483731
2021-02-12,0.004940032529138438,0.004940032529138438,0.004940032529138438
2021-02-16,-0.0008660460601581654,-0.0008660460601581654,-0.0008660460601581654
2021-02-17,0.00022946340159002432,0.00022946340159002432,0.00022946340159002432
2021-02-18,-0.004256129344226034,-0.004256129344226034,-0.004256129344226034
2021-02-19,-0.001765858135150733,-0.001765858135150733,-0.001765858135150733
2021-02-22,-0.007691503406847211,-0.007691503406847211,-0.007691503406847211
2021-02-23,0.0012140983807618078,0.0012140983807618078,0.0012140983807618078
2021-02-24,0.011019297962730379,0.011019297962730379,0.011019297962730379
2021-02-25,-0.024095796786864465,-0.024095796786864465,-0.024095796786864465
2021-02-26,-0.005152742689113365,-0.005152742689113365,-0.005152742689113365
2021-03-01,0.024240402267759142,0.024240402267759142,0.024240402267759142
2021-03-02,-0.007803214991220386,-0.007803214991220386,-0.007803214991220386
2021-03-03,-0.013245820535100927,-0.013245820535100927,-0.013245820535100927
2021-03-04,-0.012374823337134466,-0.012374823337134466,-0.012374823337134466
2021-03-05,0.01839672938524206,0.01839672938524206,0.01839672938524206
2021-03-08,-0.00497864871255238,-0.00497864871255238,-0.00497864871255238
2021-03-09,0.014277273621193576,0.014277273621193576,0.014277273621193576
2021-03-10,0.006224684199960473,0.006224684199960473,0.006224684199960473
2021-03-11,0.010139282178942555,0.010139282178942555,0.010139282178942555
2021-03-12,0.0013467368932436052,0.0013467368932436052,0.0013467368932436052
2021-03-15,0.005963610057584834,0.005963610057584834,0.005963610057584834
2021-03-16,-0.0012615334590430072,-0.0012615334590430072,-0.0012615334590430072
2021-03-17,0.0034099873223623067,0.0034099873223623067,0.0034099873223623067
2021-03-18,-0.01454958321897526,-0.01454958321897526,-0.01454958321897526
2021-03-19,-0.0018502706029130955,-0.0018502706029130955,-0.0018502706029130955
2021-03-22,0.007984771065561391,0.007984771065561391,0.007984771065561391
2021-03-23,-0.007870583720394286,-0.007870583720394286,-0.007870583720394286
2021-03-24,-0.005083740662031322,-0.005083740662031322,-0.005083740662031322
2021-03-25,0.005625739463363866,0.005625739463363866,0.005625739463363866
2021-03-26,0.016114971878578466,0.016114971878578466,0.016114971878578466
2021-03-29,-0.0005050800524240007,-0.0005050800524240007,-0.0005050800524240007
2021-03-30,-0.002652989618377344,-0.002652989618377344,-0.002652989618377344
2021-03-31,0.004053353244019453,0.004053353244019453,0.004053353244019453
2021-04-01,0.010798970648782547,0.010798970648782547,0.010798970648782547
2021-04-05,0.014353249021313852,0.014353249021313852,0.014353249021313852
2021-04-06,-0.0005907587861198049,-0.0005907587861198049,-0.0005907587861198049
2021-04-07,0.0011572747113832715,0.0011572747113832715,0.0011572747113832715
2021-04-08,0.00474686354454934,0.00474686354454934,0.00474686354454934
2021-04-09,0.007270296952174959,0.007270296952174959,0.007270296952174959
2021-04-12,0.0003647104776087762,0.0003647104776087762,0.0003647104776087762
2021-04-13,0.0029633730174858375,0.0029633730174858375,0.0029633730174858375
2021-04-14,-0.0034149878156558566,-0.0034149878156558566,-0.0034149878156558566
2021-04-15,0.010742335392020852,0.010742335392020852,0.010742335392020852
2021-04-16,0.0033425788589489525,0.0033425788589489525,0.0033425788589489525
2021-04-19,-0.004913179893628383,-0.004913179893628383,-0.004913179893628383
2021-04-20,-0.007321718630224794,-0.007321718630224794,-0.007321718630224794
2021-04-21,0.00946231195734959,0.00946231195734959,0.00946231195734959
2021-04-22,-0.009133073445937279,-0.009133073445937279,-0.009133073445937279
2021-04-23,0.01084238919804692,0.01084238919804692,0.01084238919804692
2021-04-26,0.00208754353949403,0.00208754353949403,0.00208754353949403
2021-04-27,-0.00021547862622606218,-0.00021547862622606218,-0.00021547862622606218
2021-04-28,-0.000287288497441196,-0.000287288497441196,-0.000287288497441196
2021-04-29,0.006372889582114238,0.006372889582114238,0.006372889582114238
2021-04-30,-0.0065704794748842055,-0.0065704794748842055,-0.0065704794748842055
2021-05-03,0.002156621304251871,0.002156621304251871,0.002156621304251871
2021-05-04,-0.006169275834369992,-0.006169275834369992,-0.006169275834369992
2021-05-05,0.0003125798696206328,0.0003125798696206328,0.0003125798696206328
2021-05-06,0.007985821984961339,0.007985821984961339,0.007985821984961339
2021-05-07,0.007277668551240346,0.007277668551240346,0.007277668551240346
2021-05-10,-0.009902409466582052,-0.009902409466582052,-0.009902409466582052
2021-05-11,-0.008924514430048491,-0.008924514430048491,-0.008924514430048491
2021-05-12,-0.0212453542082206,-0.0212453542082206,-0.0212453542082206
2021-05-13,0.012012680745924653,0.012012680745924653,0.012012680745924653
2021-05-14,0.015355370385693679,0.015355370385693679,0.015355370385693679
2021-05-17,-0.0025446829397843818,-0.0025446829397843818,-0.0025446829397843818
2021-05-18,-0.008615395309826801,-0.008615395309826801,-0.008615395309826801
2021-05-19,-0.002621967784601442,-0.002621967784601442,-0.002621967784601442
2021-05-20,0.01075792159369282,0.01075792159369282,0.01075792159369282
2021-05-21,-0.0008186762355403276,-0.0008186762355403276,-0.0008186762355403276
2021-05-24,0.010194157288011096,0.010194157288011096,0.010194157288011096
2021-05-25,-0.0022186375217737586,-0.0022186375217737586,-0.0022186375217737586
2021-05-26,0.001984667033121168,0.001984667033121168,0.001984667033121168
2021-05-27,0.000524734404862448,0.000524734404862448,0.000524734404862448
2021-05-28,0.001789005932389287,0.001789005932389287,0.001789005932389287
2021-06-01,-0.0008811204597539701,-0.0008811204597539701,-0.0008811204597539701
2021-06-02,0.0015727315138647224,0.0015727315138647224,0.0015727315138647224
2021-06-03,-0.0037113373532038363,-0.0037113373532038363,-0.0037113373532038363
2021-06-04,0.009145893531490534,0.009145893531490534,0.009145893531490534
2021-06-07,-0.0009701884321189347,-0.0009701884321189347,-0.0009701884321189347
2021-06-08,0.00021298624830135005,0.00021298624830135005,0.00021298624830135005
2021-06-09,-0.0014919016689707298,-0.0014919016689707298,-0.0014919016689707298
2021-06-10,0.004648380994123569,0.004648380994123569,0.004648380994123569
2021-06-11,0.0016526697025518455,0.0016526697025518455,0.0016526697025518455
2021-06-14,0.0022388121766494518,0.0022388121766494518,0.0022388121766494518
2021-06-15,-0.0018340408899685245,-0.0018340408899685245,-0.0018340408899685245
2021-06-16,-0.005583434883570715,-0.005583434883570715,-0.005583434883570715
2021-06-17,-0.0003315381916825233,-0.0003315381916825233,-0.0003315381916825233
2021-06-18,-0.013490405859741705,-0.013490405859741705,-0.013490405859741705
2021-06-21,0.014315855407387668,0.014315855407387668,0.014315855407387668
2021-06-22,0.005346120377281327,0.005346120377281327,0.005346120377281327
2021-06-23,-0.001205322848561452,-0.001205322848561452,-0.001205322848561452
2021-06-24,0.005915667691465343,0.005915667691465343,0.005915667691465343
2021-06-25,0.003552384260596453,0.003552384260596453,0.003552384260596453
2021-06-28,0.0020158011941360243,0.0020158011941360243,0.0020158011941360243
2021-06-29,0.0005380401305405957,0.0005380401305405957,0.0005380401305405957
2021-06-30,0.0008417300102638858,0.0008417300102638858,0.0008417300102638858
2021-07-01,0.005536411790712847,0.005536411790712847,0.005536411790712847
2021-07-02,0.0076435922038387005,0.0076435922038387005,0.0076435922038387005
2021-07-06,-0.001821312532950481,-0.001821312532950481,-0.001821312532950481
2021-07-07,0.003533948230445505,0.003533948230445505,0.003533948230445505
2021-07-08,-0.008148025931854153,-0.008148025931854153,-0.008148025931854153
2021-07-09,0.010674953251165631,0.010674953251165631,0.010674953251165631
2021-07-12,0.003581804272769995,0.003581804272769995,0.003581804272769995
2021-07-13,-0.0034088924337177806,-0.0034088924337177806,-0.0034088924337177806
2021-07-14,0.0014921412672053158,0.0014921412672053158,0.0014921412672053158
2021-07-15,-0.0034154563866175547,-0.0034154563866175547,-0.0034154563866175547
2021-07-16,-0.007843614930825638,-0.007843614930825638,-0.007843614930825638
2021-07-19,-0.014767774949462908,-0.014767774949462908,-0.014767774949462908
2021-07-20,0.014330212577464918,0.014330212577464918,0.014330212577464918
2021-07-21,0.008096394244481608,0.008096394244481608,0.008096394244481608
2021-07-22,0.002094162202463057,0.002094162202463057,0.002094162202463057
2021-07-23,0.010287980896805715,0.010287980896805715,0.010287980896805715
2021-07-26,0.002454859995028036,0.002454859995028036,0.002454859995028036
2021-07-27,-0.004557630277428393,-0.004557630277428393,-0.004557630277428393
2021-07-28,-0.0004101708117733027,-0.0004101708117733027,-0.0004101708117733027
2021-07-29,0.004147475390228417,0.004147475390228417,0.004147475390228417
2021-07-30,-0.004856429421648989,-0.004856429421648989,-0.004856429421648989
2021-08-02,-0.0020979773546486724,-0.0020979773546486724,-0.0020979773546486724
2021-08-03,0.008135515615374622,0.008135515615374622,0.008135515615374622
2021-08-04,-0.004919065496414743,-0.004919065496414743,-0.004919065496414743
2021-08-05,0.006332894818451562,0.006332894818451562,0.006332894818451562
2021-08-06,0.0016524394972998735,0.0016524394972998735,0.0016524394972998735
2021-08-09,-0.0008136692309086424,-0.0008136692309086424,-0.0008136692309086424
2021-08-10,0.0012441487624770264,0.0012441487624770264,0.0012441487624770264
2021-08-11,0.002484690567261749,0.002484690567261749,0.002484690567261749
2021-08-12,0.0029970916344310705,0.0029970916344310705,0.0029970916344310705
2021-08-13,0.0018197783588833616,0.0018197783588833616,0.0018197783588833616
2021-08-16,0.0023546003774488344,0.0023546003774488344,0.0023546003774488344
2021-08-17,-0.006555228630038323,-0.006555228630038323,-0.006555228630038323
2021-08-18,-0.010944908074507542,-0.010944908074507542,-0.010944908074507542
2021-08-19,0.001548464812933803,0.001548464812933803,0.001548464812933803
2021-08-20,0.007957070454654769,0.007957070454654769,0.007957070454654769
2021-08-23,0.008796313198318861,0.008796313198318861,0.008796313198318861
2021-08-24,0.0015875554064266328,0.0015875554064266328,0.0015875554064266328
2021-08-25,0.002098093867290096,0.002098093867290096,0.002098093867290096
2021-08-26,-0.005902976154849249,-0.005902976154849249,-0.005902976154849249
2021-08-27,0.008940941560432014,0.008940941560432014,0.008940941560432014
2021-08-30,0.00439743673576154,0.00439743673576154,0.00439743673576154
2021-08-31,-0.001481311735425539,-0.001481311735425539,-0.001481311735425539
2021-09-01,0.0005314063075072539,0.0005314063075072539,0.0005314063075072539
2021-09-02,0.0030765981388312102,0.0030765981388312102,0.0030765981388312102
2021-09-03,-0.00024275708230137027,-0.00024275708230137027,-0.00024275708230137027
2021-09-07,-0.0035755342940979595,-0.0035755342940979595,-0.0035755342940979595
2021-09-08,-0.0012182924212010837,-0.0012182924212010837,-0.0012182924212010837
